"","model_scenario","Category","temp","Year","Value"
"5519","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2070,28222.919921875
"5520","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2080,35997.1083984375
"5521","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2090,42948.2216796875
"5522","POLES ENGAGE_EN_INDCi2030_300f","C2","1.5°C",2100,44901.1318359375
"5523","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2000,9.15
"5524","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2010,14.47
"5525","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2020,34.67
"5526","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2030,34.67
"5527","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2040,485.556365966797
"5528","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2050,3063.45544433594
"5529","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2060,14544.4506835938
"5530","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2070,25627.568359375
"5531","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2080,32450.888671875
"5532","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2090,37758.4892578125
"5533","POLES ENGAGE_EN_INDCi2030_400f","C2","1.5°C",2100,38818.130859375
"5534","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2000,9.15
"5535","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2010,14.47
"5536","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2020,34.67
"5537","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2030,34.67
"5538","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2040,453.988311767578
"5539","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2050,2745.49108886719
"5540","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2060,12698.625
"5541","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2070,22034.5146484375
"5542","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2080,28677.849609375
"5543","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2090,33183.4091796875
"5544","POLES ENGAGE_EN_INDCi2030_500f","C3","2.0°C",2100,33365.482421875
"5545","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2000,9.15
"5546","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2010,14.47
"5547","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2020,34.67
"5548","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2030,34.67
"5549","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2040,451.107681274414
"5550","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2050,2501.50244140625
"5551","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2060,11243.1962890625
"5552","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2070,19534.6723632812
"5553","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2080,24514.6147460938
"5554","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2090,28945.384765625
"5555","POLES ENGAGE_EN_INDCi2030_600f","C3","2.0°C",2100,28506.4584960938
"5556","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2000,9.15
"5557","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2010,14.47
"5558","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2020,34.67
"5559","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2030,34.67
"5560","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2040,419.41975402832
"5561","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2050,2120.46569824219
"5562","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2060,9503.42529296875
"5563","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2070,16370.830078125
"5564","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2080,19779.8198242188
"5565","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2090,22130.9169921875
"5566","POLES ENGAGE_EN_INDCi2030_600f_COV","C3","2.0°C",2100,21447.3764648438
"5567","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2000,9.15
"5568","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2010,14.47
"5569","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2020,34.67
"5570","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2030,34.67
"5571","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2040,433.338226318359
"5572","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2050,2135.57641601562
"5573","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2060,9527.14086914062
"5574","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2070,16180.4970703125
"5575","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2080,18991.4877929688
"5576","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2090,20639.9389648438
"5577","POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","C3","2.0°C",2100,20873.1474609375
"5578","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2000,9.15
"5579","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2010,14.47
"5580","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2020,34.67
"5581","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2030,34.67
"5582","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2040,516.37126159668
"5583","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2050,2310.99926757812
"5584","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2060,11397.2504882812
"5585","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2070,20045.5561523438
"5586","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2080,23834.7963867188
"5587","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2090,28791.125
"5588","POLES ENGAGE_EN_INDCi2030_600f_NDCp","C3","2.0°C",2100,30606.5146484375
"5589","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2000,9.15
"5590","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2010,14.47
"5591","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2020,34.67
"5592","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2030,34.67
"5593","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2040,421.059555053711
"5594","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2050,2104.7783203125
"5595","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2060,9461.43530273438
"5596","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2070,16250.3139648438
"5597","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2080,20194.005859375
"5598","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2090,24341.1474609375
"5599","POLES ENGAGE_EN_INDCi2030_700f","C3","2.0°C",2100,23214.9174804688
"5600","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2000,9.15
"5601","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2010,14.47
"5602","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2020,34.67
"5603","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2030,34.67
"5604","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2040,388.331695556641
"5605","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2050,1923.51745605469
"5606","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2060,8391.71899414062
"5607","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2070,14238.0405273438
"5608","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2080,17543.2563476562
"5609","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2090,19544.966796875
"5610","POLES ENGAGE_EN_INDCi2030_800f","C4","2.0°C",2100,19444.7958984375
"5611","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2000,9.15
"5612","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2010,14.47
"5613","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2020,34.67
"5614","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2030,34.67
"5615","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2040,566.438949584961
"5616","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2050,3575.83801269531
"5617","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2060,21233.9013671875
"5618","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2070,31757.615234375
"5619","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2080,25230.052734375
"5620","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2090,23442.5239257812
"5621","POLES ENGAGE_EN_INDCi2030_900","C3","2.0°C",2100,22217.9946289062
"5622","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2000,9.15
"5623","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2010,14.47
"5624","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2020,34.67
"5625","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2030,34.67
"5626","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2040,343.067504882813
"5627","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2050,1813.32531738281
"5628","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2060,8369.43090820312
"5629","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2070,14136.4291992188
"5630","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2080,15900.2556152344
"5631","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2090,18786.5612792969
"5632","POLES ENGAGE_EN_INDCi2030_900f","C4","2.0°C",2100,17913.1755371094
"5633","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2000,9.15
"5634","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2010,14.47
"5635","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2020,34.67
"5636","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2030,34.67
"5637","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2040,286.22435760498
"5638","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2050,2001.02090454102
"5639","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2060,9213.68676757812
"5640","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2070,15598.1989746094
"5641","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2080,18859.9411621094
"5642","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2090,20389.5422363281
"5643","POLES ENGAGE_EN_NPi2020_1000","C4","2.0°C",2100,20682.1694335938
"5644","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2000,9.15
"5645","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2010,14.47
"5646","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2020,34.67
"5647","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2030,34.67
"5648","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2040,293.182395935059
"5649","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2050,1905.16680908203
"5650","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2060,8236.48547363281
"5651","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2070,14208.8666992188
"5652","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2080,17455.0251464844
"5653","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2090,19901.1240234375
"5654","POLES ENGAGE_EN_NPi2020_1000_COV","C4","2.0°C",2100,20808.4855957031
"5655","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2000,9.15
"5656","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2010,14.47
"5657","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2020,34.67
"5658","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2030,34.67
"5659","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2040,398.837684631348
"5660","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2050,1741.62808227539
"5661","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2060,9248.02453613281
"5662","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2070,17058.6743164062
"5663","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2080,19944.4846191406
"5664","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2090,19562.0910644531
"5665","POLES ENGAGE_EN_NPi2020_1000f","C4","2.0°C",2100,18345.42578125
"5666","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2000,9.15
"5667","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2010,14.47
"5668","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2020,34.67
"5669","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2030,34.67
"5670","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2040,354.131240844727
"5671","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2050,1546.7766418457
"5672","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2060,8426.83825683594
"5673","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2070,15433.56640625
"5674","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2080,18216.4174804688
"5675","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2090,18548.125
"5676","POLES ENGAGE_EN_NPi2020_1000f_COV","C4","2.0°C",2100,18046.1677246094
"5677","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2000,9.15
"5678","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2010,14.47
"5679","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2020,34.67
"5680","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2030,34.67
"5681","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2040,347.654983520508
"5682","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2050,1925.14883422852
"5683","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2060,8745.26843261719
"5684","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2070,15947.6513671875
"5685","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2080,19721.0104980469
"5686","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2090,21413.0627441406
"5687","POLES ENGAGE_EN_NPi2020_1200","C4","2.0°C",2100,21769.0759277344
"5688","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2000,9.15
"5689","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2010,14.47
"5690","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2020,34.67
"5691","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2030,34.67
"5692","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2040,323.525207519531
"5693","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2050,1506.87252807617
"5694","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2060,8797.68872070312
"5695","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2070,16958.5034179688
"5696","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2080,19951.7712402344
"5697","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2090,20491.55859375
"5698","POLES ENGAGE_EN_NPi2020_1200f","C4","2.0°C",2100,19534.0573730469
"5699","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2000,9.15
"5700","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2010,14.47
"5701","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2020,34.67
"5702","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2030,34.67
"5703","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2040,233.558952331543
"5704","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2050,1463.3078918457
"5705","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2060,8096.40869140625
"5706","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2070,16172.634765625
"5707","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2080,20677.3073730469
"5708","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2090,21633.5871582031
"5709","POLES ENGAGE_EN_NPi2020_1400","C5","2.5°C",2100,22587.0581054688
"5710","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2000,9.15
"5711","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2010,14.47
"5712","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2020,34.67
"5713","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2030,34.67
"5714","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2040,217.382778167725
"5715","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2050,1525.37243652344
"5716","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2060,7991.12042236328
"5717","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2070,15680.7966308594
"5718","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2080,20685.5063476562
"5719","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2090,22599.3173828125
"5720","POLES ENGAGE_EN_NPi2020_1400f","C5","2.5°C",2100,23244.7260742188
"5721","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2000,9.15
"5722","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2010,14.47
"5723","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2020,34.67
"5724","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2030,34.67
"5725","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2040,124.426071166992
"5726","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2050,1431.74197387695
"5727","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2060,6602.43096923828
"5728","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2070,13157.83203125
"5729","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2080,19616.5959472656
"5730","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2090,22112.3229980469
"5731","POLES ENGAGE_EN_NPi2020_1600","C5","2.5°C",2100,23532.3452148438
"5732","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2000,9.15
"5733","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2010,14.47
"5734","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2020,34.67
"5735","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2030,34.67
"5736","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2040,124.4260597229
"5737","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2050,1431.74194335938
"5738","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2060,6602.43438720703
"5739","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2070,13157.8433837891
"5740","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2080,19616.642578125
"5741","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2090,22204.3588867188
"5742","POLES ENGAGE_EN_NPi2020_1600f","C5","2.5°C",2100,23890.7622070312
"5743","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2000,9.15
"5744","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2010,14.47
"5745","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2020,34.67
"5746","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2030,34.67
"5747","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2040,73.4643287658691
"5748","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2050,1138.06372070312
"5749","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2060,5595.39587402344
"5750","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2070,10948.7491455078
"5751","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2080,17532.2907714844
"5752","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2090,22866.6274414062
"5753","POLES ENGAGE_EN_NPi2020_1800","C5","2.5°C",2100,23274.9516601562
"5754","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2000,9.15
"5755","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2010,14.47
"5756","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2020,34.67
"5757","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2030,34.67
"5758","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2040,73.4643287658691
"5759","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2050,1138.06372070312
"5760","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2060,5595.39587402344
"5761","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2070,10948.7491455078
"5762","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2080,17532.2907714844
"5763","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2090,22866.6274414062
"5764","POLES ENGAGE_EN_NPi2020_1800f","C5","2.5°C",2100,23274.9516601562
"5765","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2000,9.15
"5766","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2010,14.47
"5767","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2020,34.67
"5768","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2030,34.67
"5769","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2040,39.4767913818359
"5770","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2050,776.080368041992
"5771","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2060,4534.34515380859
"5772","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2070,9760.12048339844
"5773","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2080,15161.4455566406
"5774","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2090,20449.5737304688
"5775","POLES ENGAGE_EN_NPi2020_2000","C5","2.5°C",2100,23696.6508789062
"5776","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2000,9.15
"5777","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2010,14.47
"5778","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2020,34.67
"5779","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2030,34.67
"5780","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2040,39.4767913818359
"5781","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2050,776.080368041992
"5782","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2060,4534.34515380859
"5783","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2070,9760.12048339844
"5784","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2080,15161.4455566406
"5785","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2090,20449.5737304688
"5786","POLES ENGAGE_EN_NPi2020_2000f","C5","2.5°C",2100,23696.6508789062
"5787","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2000,9.15
"5788","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2010,14.47
"5789","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2020,34.67
"5790","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2030,34.67
"5791","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2040,417.909393310547
"5792","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2050,2340.66589355469
"5793","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2060,11638.1655273438
"5794","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2070,20098.1381835938
"5795","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2080,24730.8608398438
"5796","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2090,27628.2016601562
"5797","POLES ENGAGE_EN_NPi2020_300f","C2","1.5°C",2100,26610.2231445312
"5798","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2000,9.15
"5799","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2010,14.47
"5800","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2020,34.67
"5801","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2030,34.67
"5802","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2040,378.218551635742
"5803","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2050,2150.9599609375
"5804","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2060,9817.81176757812
"5805","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2070,17416.7739257812
"5806","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2080,21872.1000976562
"5807","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2090,24565.2641601562
"5808","POLES ENGAGE_EN_NPi2020_400f","C2","1.5°C",2100,23703.615234375
"5809","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2000,9.15
"5810","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2010,14.47
"5811","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2020,34.67
"5812","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2030,34.67
"5813","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2040,574.861572265625
"5814","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2050,2905.40100097656
"5815","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2060,11484.5063476562
"5816","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2070,20044.0844726562
"5817","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2080,21532.3564453125
"5818","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2090,23705.544921875
"5819","POLES ENGAGE_EN_NPi2020_500","C3","2.0°C",2100,23508.3706054688
"5820","POLES ENGAGE_EN_NPi2020_500f","C3","2.0°C",2000,9.15
"5821","POLES ENGAGE_EN_NPi2020_500f","C3","2.0°C",2010,14.47
"5822","POLES ENGAGE_EN_NPi2020_500f","C3","2.0°C",2020,34.67
"5823","POLES ENGAGE_EN_NPi2020_500f","C3","2.0°C",2030,34.67
